Timestamp,Session_ID,User_ID,Device,Clicks,Avg_Latency_ms,Rule_Triggered,ML_Triggered,ML_Score
,a3afcaa1-24de-4202-abdb-01a421bea9ff,usr_59665,mobile,13,124.31,False,True,-0.6036
,efc659b6-e4ba-4165-9c36-49a02674f5e7,usr_29623,tablet,10,5385.4,True,True,-0.598
,7cdc92e8-0334-48b0-80c6-1fccb630ad0f,usr_27799,tablet,13,126.69,False,True,-0.6323
,6cd01d2c-9822-4f85-9685-65fa92f688ad,usr_98546,tablet,14,125.14,False,True,-0.6278
,d20b1779-ec46-4740-a624-e6335083ef8c,usr_90874,mobile,4,5341.5,True,False,0.0
,6e5b1598-9c66-4046-86a9-5dc739298c1f,usr_37456,desktop,10,118.3,False,True,-0.6107
,6657dd05-f2d9-47f3-9ba8-1e989607b1a0,usr_83200,bot_scraper,5,12.0,True,False,0.0
,dc05a6ba-c3c4-4da1-a883-14f044a15e98,usr_69690,mobile,6,4726.67,True,False,0.0
,1d9db1a2-7315-461b-97f1-e93d8ea654ab,usr_81178,tablet,11,107.64,False,True,-0.6008
,8897bcab-5504-4020-b843-542b5ee66303,usr_63954,desktop,12,114.75,False,True,-0.6095
,c56f7623-3566-4e6e-a40a-d21d635ddb0e,usr_80173,mobile,11,104.18,False,True,-0.6088
,8f005ee3-ab7a-4d29-9f46-8db267677dc7,usr_56447,mobile,12,118.0,False,True,-0.6107
,5c8dcb7b-91b4-4f38-a80a-dba5c1147f46,usr_65089,desktop,12,135.5,False,True,-0.6172
,dc05a6ba-c3c4-4da1-a883-14f044a15e98,usr_69690,mobile,7,4759.57,True,False,0.0
,f5ac0e6d-2dd9-4a78-80fa-7e6d3f46b8bf,usr_38893,bot_scraper,3,15.0,True,False,0.0
,705287bf-9e40-4bfe-a9af-e82ec06114bc,usr_73680,desktop,12,127.33,False,True,-0.6506
,8a238119-5eaf-40c6-9f98-d9eb07a12a5e,usr_55087,desktop,13,116.23,False,True,-0.6121
,7c0f8633-9d02-4ee0-a340-097bf2e355e8,usr_40273,desktop,14,109.5,False,True,-0.6322
,41276c19-7d6a-4d5c-b370-bc3c9cdcbbcf,usr_29827,bot_scraper,5,8.8,True,False,0.0
,6657dd05-f2d9-47f3-9ba8-1e989607b1a0,usr_83200,bot_scraper,8,5.62,True,False,0.0
,87487cd0-557b-4d01-a022-a43e5a57c20e,usr_11562,mobile,14,126.43,False,True,-0.658
,1949b135-69df-45b8-b03b-cf10e9cac56e,usr_11262,desktop,10,127.8,False,True,-0.597
,cb3213f1-d15e-459c-adef-bd8ac9038163,usr_61990,tablet,14,119.36,False,True,-0.6457
,9bf676dd-3a78-4dce-90dc-ec59bc6a574b,usr_52409,tablet,11,125.45,False,True,-0.6433
,03fa72ce-a274-4de2-88fe-7f35a62c908e,usr_65634,tablet,14,99.0,False,True,-0.6576
,3ddf6726-173c-480e-8c01-72f8d6173002,usr_52758,mobile,13,4472.15,True,True,-0.6334
,f5ac0e6d-2dd9-4a78-80fa-7e6d3f46b8bf,usr_38893,bot_scraper,10,11.7,True,False,0.0
,a615cb11-3f99-401d-8a8a-4539698974d3,usr_15223,bot_scraper,3,7.0,True,False,0.0
,a5918f2e-dcdb-4897-8ab3-dcb85dfbb858,usr_19115,tablet,8,4619.88,True,False,0.0
,f04e4ddd-0e63-42b0-aec3-29a2687b694c,usr_05873,bot_scraper,8,8.62,True,False,0.0
,66321829-52f3-42ac-9d08-bb2cadf3e78a,usr_57175,desktop,13,126.15,False,True,-0.6589
,58e0012b-e399-43eb-a8d4-fad686d814ff,usr_26107,desktop,11,120.91,False,True,-0.6439
,74f54339-cddb-4c17-8046-a37d99c4e449,usr_73847,tablet,13,137.23,False,True,-0.6147
,dc4db59d-a04d-482d-a505-602bb4d0febf,usr_58053,desktop,12,110.75,False,True,-0.6116
,64f5df0f-3567-40f9-b7f6-ed1b03af32f8,usr_43727,mobile,10,122.5,False,True,-0.6037
,252be9e9-3102-46f1-9266-af5422cc2110,usr_78676,mobile,5,4708.4,True,False,0.0
,f081e8db-79cc-4f93-b724-daf7d0422842,usr_82205,tablet,14,120.64,False,True,-0.5995
,fa6c570e-6af5-42b2-97b1-2d6bc8d22465,usr_22929,desktop,14,120.21,False,True,-0.6117
,84d26cae-d6da-4e8b-8f9d-dd2418ecf6b6,usr_76167,desktop,12,128.0,False,True,-0.6048
,ce1b760b-df7d-4bd1-9e2a-b6a0baead2ba,usr_63031,mobile,11,109.36,False,True,-0.6406
,f04e4ddd-0e63-42b0-aec3-29a2687b694c,usr_05873,bot_scraper,3,14.0,True,False,0.0
,77573674-124c-440b-85cf-b2fc1411e940,usr_52104,bot_scraper,9,11.56,True,False,0.0
,5470bdf6-e28e-42af-b71a-d711af2aba8c,usr_22883,desktop,12,115.17,False,True,-0.6076
,92b682dd-de0d-415a-bd59-5f9545c3d73f,usr_92482,mobile,12,117.33,False,True,-0.6037
,dbf0c875-2769-4d44-9c35-dfca13bf1d49,usr_54028,tablet,11,127.45,False,True,-0.6071
,df3edc5b-3650-49b4-80a3-b74aa1ee1973,usr_14273,bot_scraper,8,9.25,True,False,0.0
,cd702fb6-4ceb-4950-a101-54536f6bc0c9,usr_75718,mobile,11,128.55,False,True,-0.6137
,2ba6d4c8-84e3-4ff3-9689-54838e477156,usr_43415,bot_scraper,13,11.0,True,False,0.0
,db89bec7-a5ba-4665-bb53-81457c45c034,usr_71731,desktop,12,117.67,False,True,-0.6037
,77573674-124c-440b-85cf-b2fc1411e940,usr_52104,bot_scraper,1,10.0,True,False,0.0
,13da89ea-a75f-485a-9843-4b9db1c2ea1d,usr_59321,desktop,1,3420.0,True,False,0.0
,7ece0b69-fdc9-4188-8854-b3a255af60cd,usr_78418,tablet,13,119.0,False,True,-0.6256
,3ead9adf-df22-4609-8a37-699f0e03b0e3,usr_75874,bot_scraper,4,5.5,True,False,0.0
,f0ab28e8-0685-41e9-8337-19d1df6c2aca,usr_88310,tablet,13,5524.77,True,True,-0.6487
,1062ce5a-20c3-4a98-a1e9-5227689ccb43,usr_19338,desktop,7,5036.57,True,False,0.0
,7861918e-1397-4fad-8abc-0486dccc3765,usr_35197,tablet,14,124.79,False,True,-0.6278
,fd255605-6ced-430d-b6b1-ba327e601791,usr_49977,mobile,5,5711.0,True,False,0.0
,7b199cb0-c804-410a-999b-e00af25c3c05,usr_62652,tablet,13,106.46,False,True,-0.6212
,aac512ab-afd2-4cbb-91e0-4b7b02128ecb,usr_35416,mobile,14,118.86,False,True,-0.673
,ae1e07d3-8969-41df-a041-bd87885d7261,usr_31765,tablet,13,115.54,False,True,-0.6236
,501b3be8-b1c1-4d97-b348-b544286efef7,usr_19361,mobile,9,5013.11,True,False,0.0
,13da89ea-a75f-485a-9843-4b9db1c2ea1d,usr_59321,desktop,12,4384.33,True,True,-0.6219
,90460de8-d38e-4989-88c9-ef9d3c5e1ccf,usr_39561,desktop,11,118.27,False,True,-0.6093
,f1c14071-9443-42da-8be9-00673ff0d9ac,usr_17362,desktop,14,120.5,False,True,-0.6145
,59800b8e-6aba-40b0-8b99-c471d911688c,usr_43342,tablet,13,132.38,False,True,-0.6371
,c25893da-f3ec-40e1-85de-f8f988b48c2f,usr_43575,desktop,14,129.29,False,True,-0.6152
,fd255605-6ced-430d-b6b1-ba327e601791,usr_49977,mobile,9,4461.22,True,False,0.0
,a4a06a1c-cdd1-4a9d-83b7-371cf707571d,usr_05901,bot_scraper,3,14.33,True,False,0.0
,fb19acb5-8759-4706-9693-5924ad6feada,usr_74940,mobile,4,4990.5,True,False,0.0
,b3c76d4f-d5d5-46a2-99a4-7fc1f5feaef4,usr_36056,tablet,13,108.23,False,True,-0.6055
,f487544f-444a-4d7e-9561-de54bb26063b,usr_12654,desktop,12,125.08,False,True,-0.6115
,d3d239db-0054-4a0f-afd7-cc3ac1e3a301,usr_83950,desktop,10,128.4,False,True,-0.6015
,ad40d8cb-6032-4b6e-831b-ac4a3ec9da6b,usr_51180,desktop,11,127.09,False,True,-0.6071
,18c6a324-acb8-4bba-af42-734a614d1b23,usr_65557,bot_scraper,13,7.92,True,False,0.0
,78681bbb-bb49-4aee-adcf-ca0b7f65867b,usr_61957,tablet,12,120.0,False,True,-0.6063
,4e776134-83f2-4609-92cc-fcb03d26d9c4,usr_49383,bot_scraper,3,6.0,True,False,0.0
,a4a06a1c-cdd1-4a9d-83b7-371cf707571d,usr_05901,bot_scraper,1,16.0,True,False,0.0
,c8fdcd24-2262-4660-93cb-532e6288276a,usr_06236,bot_scraper,3,7.67,True,False,0.0
,918c498e-74b1-4e40-b30b-4f286409d0c1,usr_82538,mobile,13,127.46,False,True,-0.6056
,dc2b008f-438d-49db-ad9b-b1ef8a3a5f8b,usr_67140,desktop,14,122.29,False,True,-0.6278
,0db1e986-338a-4cb8-b575-24ce4ab83518,usr_42330,tablet,3,6125.67,True,False,0.0
,13e0164c-05e6-4fb2-a8b1-f7f742bfe988,usr_91299,bot_scraper,6,9.83,True,False,0.0
,41755351-dec5-4e20-9336-d0d9f6aedb24,usr_28950,mobile,13,110.77,False,True,-0.6013
,81e377b4-25d3-4190-a89d-5fb397594ea3,usr_09047,tablet,4,5785.25,True,False,0.0
,80ca4fdc-addd-490c-bae1-292c7d9d089b,usr_88764,mobile,9,5679.22,True,False,0.0
,4610a53d-06fd-4ae2-b68f-9167778f199f,usr_55754,bot_scraper,8,10.5,True,False,0.0
,59e934b8-5440-4b65-aa57-66d1caff1f3c,usr_98292,desktop,12,128.75,False,True,-0.6068
,3e027340-c8d5-4f37-b445-b733630af0ba,usr_08366,desktop,4,7381.75,True,False,0.0
,af6940ef-3619-4d1e-9d4b-bc27af63f98c,usr_76205,desktop,7,4915.43,True,False,0.0
,52922e99-c34c-4fe5-81cc-d6b7398dbfcb,usr_18674,mobile,11,109.91,False,True,-0.5975
,72d8a07c-a927-47d2-9167-88e237b4784f,usr_91492,tablet,14,118.43,False,True,-0.6098
,4610a53d-06fd-4ae2-b68f-9167778f199f,usr_55754,bot_scraper,2,13.5,True,False,0.0
,69778b70-0625-4ea4-a291-a4aad32605a5,usr_65432,bot_scraper,9,7.78,True,False,0.0
,f42d5c5e-89a8-40ea-85db-d87201678e56,usr_51922,tablet,12,120.75,False,True,-0.6505
,134d31be-bf3a-4916-9ff8-26c66bae6f0e,usr_79247,desktop,14,114.36,False,True,-0.6202
,8861eddb-57fb-4165-95a0-ef6b008ab9fe,usr_02184,mobile,10,120.8,False,True,-0.6422
,20696b4e-22ee-4029-bd84-76a07a7f360a,usr_21705,tablet,12,139.42,False,True,-0.6194
,0106ef88-98c4-4864-b9d9-eabd562322c4,usr_95034,mobile,14,119.79,False,True,-0.6225
,7a349720-f66c-4fd0-91d9-17cc1e76e874,usr_14481,bot_scraper,10,9.7,True,False,0.0
,e0291cb9-b62b-44fc-aff7-5001e667b7e5,usr_63346,tablet,7,4494.0,True,False,0.0
,8d759871-ece1-4402-92fc-08179c621206,usr_42924,tablet,14,120.57,False,True,-0.6228
,af87c0af-5181-429a-9d1b-a428d92fef77,usr_54513,desktop,13,111.23,False,True,-0.6137
,716bb1f8-1bdd-4c0d-8f5a-58368ed881ee,usr_70187,tablet,12,108.0,False,True,-0.6033
,a213aef2-1ad7-4852-8580-b0d511383585,usr_21731,tablet,11,119.73,False,True,-0.6439
,69778b70-0625-4ea4-a291-a4aad32605a5,usr_65432,bot_scraper,4,13.5,True,False,0.0
,c854b11e-2503-4cbe-833b-f5c3cd31517e,usr_91451,bot_scraper,3,6.0,True,False,0.0
,8c16f3aa-26c4-4716-ab7c-9b0b637432b4,usr_91092,tablet,8,4430.62,True,False,0.0
,e0291cb9-b62b-44fc-aff7-5001e667b7e5,usr_63346,tablet,5,6624.4,True,False,0.0
,7a349720-f66c-4fd0-91d9-17cc1e76e874,usr_14481,bot_scraper,4,7.75,True,False,0.0
,a8e612d3-6e67-43b2-99d1-bfacb60248f9,usr_76040,desktop,5,4508.0,True,False,0.0
,285d45ef-4205-4afe-af1b-758fe4ad48e2,usr_49027,tablet,8,4878.0,True,False,0.0
,e3e9dbe8-440b-4d88-8000-2fb64a2e1e3e,usr_09418,tablet,12,4800.33,True,True,-0.6259
,f13acf7a-f8bd-4de5-9734-86126878c522,usr_85128,bot_scraper,7,8.0,True,False,0.0
,cb216db2-6673-4c1d-a3c0-096eeeb9723f,usr_32121,mobile,10,124.4,False,True,-0.6037
,968b8c64-572d-4359-bb28-256a6e98306b,usr_47318,desktop,12,121.08,False,True,-0.5978
,285d45ef-4205-4afe-af1b-758fe4ad48e2,usr_49027,tablet,5,5180.6,True,False,0.0
,f7016900-0e85-4a94-9e8f-b9109764620c,usr_32654,tablet,10,103.0,False,True,-0.6028
,2f1bef8e-2022-4ef9-b08e-50056684d24a,usr_56215,mobile,11,4727.09,True,True,-0.602
,9ac6e693-4ab7-4503-a7ac-8a9ec69fa941,usr_51535,tablet,9,109.33,False,True,-0.625
,a8bc715f-baef-4b4d-8564-7ee82e274d05,usr_11607,mobile,12,122.33,False,True,-0.6191
,9d94589e-0297-46d8-b1ac-fb67b96d6baa,usr_19401,bot_scraper,4,9.0,True,False,0.0
,db3bae42-ee43-4bba-a24b-dc857de1f16d,usr_72727,mobile,14,124.36,False,True,-0.6164
,788a6a55-ae3e-4ca5-a023-c6ca485c7b85,usr_47128,bot_scraper,11,9.55,True,False,0.0
,404fcaca-5d8f-4a64-856d-5dc0ad2027d9,usr_61935,tablet,6,99.33,False,True,-0.5994
,dae3e036-4b83-4d8d-9305-3b76a74b0669,usr_33185,bot_scraper,7,12.14,True,False,0.0
,897ae961-ba75-49e8-9a55-3e553a25139f,usr_90244,mobile,11,128.45,False,True,-0.6125
,e2ffc42b-5032-4809-98bc-7d9ca93357a8,usr_82509,bot_scraper,6,13.17,True,False,0.0
,8afd480e-c331-4d7e-accf-f5430d0d136e,usr_73605,desktop,12,124.92,False,True,-0.6191
,d55d51ac-faa9-4b1c-9055-38a4e423d909,usr_49843,mobile,3,3507.0,True,False,0.0
,2f1bef8e-2022-4ef9-b08e-50056684d24a,usr_56215,mobile,2,5779.0,True,False,0.0
,a18826b3-da09-46b4-91ff-c455df6e4f9d,usr_39287,desktop,13,121.38,False,True,-0.6099
,43a6ce64-a6e6-4d5f-b55e-be9bbf60f1f3,usr_61011,bot_scraper,10,8.3,True,False,0.0
,ce891e74-1529-4968-84e0-42fe821357d0,usr_08132,tablet,12,5157.0,True,True,-0.6319
,856b7671-5669-4701-9659-90a4672312cf,usr_40320,bot_scraper,6,7.5,True,False,0.0
,fc0c6bba-8488-42e8-b82e-a2731f84c3fb,usr_04066,desktop,11,116.45,False,True,-0.6007
,5b26d90b-156d-4208-b6d6-cda5b849d707,usr_30159,desktop,10,120.7,False,True,-0.6036
,b7c9b563-330e-4949-986b-c571d3923eaf,usr_20768,tablet,13,119.62,False,True,-0.6588
,fabe459f-a64d-4dd1-be01-15e49e6003fc,usr_47834,tablet,11,124.0,False,True,-0.6139
,ba4c0406-7839-4b47-bdd8-6c5359c7e647,usr_06897,bot_scraper,4,7.25,True,False,0.0
,51007e44-2922-425f-9ab3-5a0b2e65a251,usr_02046,bot_scraper,5,8.8,True,False,0.0
,0509007c-3358-4afb-a63d-7ccf46b4acb2,usr_67029,desktop,13,4436.08,True,True,-0.6334
,2f4aef53-2c47-4477-a384-0d782111b84d,usr_40564,mobile,12,124.5,False,True,-0.6004
,2d502b8f-5fa7-4c43-ae62-6f874685316f,usr_27206,desktop,14,110.21,False,True,-0.6263
,86c85ba4-fdae-454a-829f-f364987f5af8,usr_28187,desktop,11,116.55,False,True,-0.6425
,69703c40-376e-4318-bab3-325bfc804796,usr_05572,tablet,2,3178.0,True,False,0.0
,bcf63f95-c72a-4b35-b291-1e6da4f6ddd3,usr_75463,desktop,14,116.14,False,True,-0.6716
,f14e32b5-a10a-4dde-8676-e777200169f8,usr_83917,tablet,13,122.92,False,True,-0.6061
,b289036c-55fd-4a5c-baff-99de5423c01e,usr_72631,desktop,12,121.0,False,True,-0.6069
,b6f6e42c-8cbe-42e2-8fd8-04d836130be6,usr_28763,mobile,7,122.43,False,True,-0.6084
,fda6f579-0bf8-476a-8933-874fee7640d6,usr_07844,bot_scraper,5,8.0,True,False,0.0
,4f01033e-a123-41de-8905-47912d0631fe,usr_54492,mobile,13,116.92,False,True,-0.6108
,ff6bd942-903a-47cb-8a5e-f7c386c614d4,usr_38336,tablet,14,123.86,False,True,-0.6278
,efca784f-56a6-46de-9181-5ab490458255,usr_65575,mobile,13,131.31,False,True,-0.6085
,e7fe4672-4bb3-4956-b5c6-88de128419bd,usr_35334,desktop,12,114.83,False,True,-0.6498
,8ec7458e-c3dc-433e-a4c8-6e9eabd27aa7,usr_51480,desktop,14,125.71,False,True,-0.6184
,a11373a2-9429-4b6c-a2dc-b0f87fe3ffa9,usr_32368,desktop,14,115.64,False,True,-0.6225
,fbbbf464-20b0-444e-891f-f1c2afcaeb8d,usr_38725,desktop,13,119.15,False,True,-0.6058
,29b76d7b-2a65-4412-b347-430817cbb73a,usr_21816,desktop,8,128.25,False,True,-0.6156
,69703c40-376e-4318-bab3-325bfc804796,usr_05572,tablet,4,6500.5,True,False,0.0
,bed9ed5d-6747-489a-982c-6c0c356713ee,usr_64102,tablet,12,110.83,False,True,-0.6116
,30a8e91e-cdb7-4526-a264-af6909290647,usr_71774,bot_scraper,13,10.77,True,False,0.0
,f94e2cc2-948b-4076-a15d-7edeff71154a,usr_01540,mobile,7,5374.14,True,False,0.0
,90219c94-78a7-46e3-a51f-61a117bc9fbd,usr_05041,desktop,14,4478.71,True,True,-0.6486
,2b84b299-3e1f-431f-a286-df224e907fff,usr_88880,bot_scraper,8,9.5,True,False,0.0
,fda6f579-0bf8-476a-8933-874fee7640d6,usr_07844,bot_scraper,8,12.25,True,False,0.0
,a2729ae0-7dcf-4961-84a6-5f647181a3c8,usr_51386,desktop,14,122.07,False,True,-0.658
,8eea18cb-c0a0-4ccf-9851-3b89a034c369,usr_61613,tablet,13,126.85,False,True,-0.6143
,25e65302-8ec2-45cb-8faf-ab77c01fee8c,usr_92681,desktop,8,5500.25,True,False,0.0
,e0c6dd35-fdff-4a63-bac4-8fd252ca3736,usr_54408,tablet,14,117.21,False,True,-0.6716
,a886032e-45e0-4124-9772-3ed80e303f55,usr_11422,bot_scraper,8,6.75,True,False,0.0
,11ed81c6-da15-419d-b6bf-f8558590fd52,usr_92513,tablet,5,4428.8,True,False,0.0
,3f48d9de-fd2e-47fb-95a0-1688d7f2736a,usr_16101,bot_scraper,5,9.6,True,False,0.0
,fc856104-c6a9-4a3e-8b08-8e243ba0e355,usr_19753,bot_scraper,12,10.5,True,False,0.0
,6a93c0b7-e9ba-4ab6-95cf-fc592ef773a6,usr_89521,tablet,3,5739.33,True,False,0.0
,25ff6afc-6678-42af-b43b-68df98ecfd64,usr_27124,desktop,9,4838.67,True,False,0.0
,7cb97f39-beb5-476a-81ac-3a0fa16c5f78,usr_93385,desktop,3,5848.33,True,False,0.0
,f99ec8b3-33eb-4274-810c-f164a4eefaa4,usr_75896,bot_scraper,9,9.11,True,False,0.0
